iteration,niqe,brisque,niqe-mri,brisque-mri (transfer)
008,14.6300794806636,37.4505890497726,148.68078147953,2.9529631917685
008,11.4246387934853,39.5717879235544,92.5272274280672,2.9529631917685
008,11.6424067431358,39.104599885412,100.900285331701,2.9529631917685
008,13.1842736409851,37.9887801428092,193.289907689046,2.9529631917685
008,17.1899197329392,35.2644396232349,157.553307429735,2.9529631917685
008,14.2020186188076,38.9801167532575,221.402881284714,2.9529631917685
008,14.6695397930799,38.8568705596763,128.462130242392,2.9529631917685
008,15.3641528280728,37.5287381763714,126.085435863056,2.9529631917685
008,12.1218796356263,39.3836357602743,92.5143781631346,2.9529631917685
008,17.0440523785228,38.679553646964,268.411797970633,2.9529631917685
008,13.8284041917451,37.1420027388007,221.592683391397,2.9529631917685
008,14.8034295065243,36.861787859677,171.066359847693,2.9529631917685
008,11.55781864264,38.8402143549409,97.027340131588,2.9529631917685
008,15.9886437723776,38.0441668011985,162.203600290673,2.9529631917685
008,14.5352545701484,38.9068907050537,208.925346019784,2.9529631917685
008,11.6251860017314,41.1749402971182,97.5072058247228,2.9529631917685
008,10.6361223512929,38.5568943249671,127.228188178959,2.9529631917685
008,15.4444358046535,37.4830245400927,299.636726695892,2.9529631917685
008,24.6393762429422,36.7003756317458,255.738761111383,2.9529631917685
008,15.6791733447218,36.6685540559153,217.375213379718,2.9529631917685
008,13.753287510037,37.5272050553786,204.234147463779,2.9529631917685
008,12.6981503720453,38.1102242887352,332.749482078062,2.9529631917685
008,19.720829790506,35.0328391342991,187.873661047075,2.9529631917685
008,15.1647525983151,38.8802998704577,130.783630755364,2.9529631917685
008,15.9130405365454,38.1916363301742,153.289674165473,2.9529631917685
008,17.1725316802613,39.6839651914511,130.704222203685,2.9529631917685
008,15.1840277813362,34.7938330189056,130.985671172427,2.9529631917685
008,13.8357469442405,38.9846189718312,105.197632050349,2.9529631917685
008,13.8071607809663,36.2005448489407,236.454307963336,2.9529631917685
008,17.2689031056789,39.0590273184901,199.922856455812,2.9529631917685
008,18.0289175986033,38.5580299864946,130.45367762502,2.9529631917685
008,14.3314759876703,35.4004574213813,122.798449235929,2.9529631917685
008,15.904242524765,37.312090349295,112.050514169864,2.9529631917685
008,16.4046694155405,38.8333894700093,131.727389069752,2.9529631917685
008,18.4198690340964,38.5470662525638,172.766687301913,2.9529631917685
008,11.7051046505525,37.651678929839,99.9133493721499,2.9529631917685
008,12.1271921675794,39.5854050212842,108.239233837147,2.9529631917685
008,15.5419506074234,37.3062387844622,319.288813130381,2.9529631917685
008,11.5578142423538,40.1543109148901,141.498038195055,2.9529631917685
008,21.1094644162952,37.8592310900506,214.329235171147,2.9529631917685
008,18.8468828522485,38.3193706723557,193.713623436079,2.9529631917685
008,11.9931545614267,38.105522191091,119.518802134515,2.9529631917685
008,15.2354282854029,37.9998903551668,157.611219720998,2.9529631917685
008,11.5965006008258,37.8836971082015,97.0923362759771,2.9529631917685
008,17.814777423423,35.283889592431,172.686070741336,2.9529631917685
008,17.4898006163647,34.9008345397431,197.504013606027,2.9529631917685
008,16.964863726465,35.5400509076951,198.474697819461,2.9529631917685
008,12.867934561034,39.4815650274365,118.795669117472,2.9529631917685
008,16.5926957742128,39.9781778516649,233.055201425035,2.9529631917685
008,12.8900351622156,36.0784386235164,174.970756116836,2.9529631917685
008,14.6796767251607,39.1399367682514,305.141586990581,2.9529631917685
008,12.168454685549,38.7478368706733,125.918490825231,2.9529631917685
008,14.1562863764633,38.5728493801067,269.24825119119,2.9529631917685
008,16.9181655315096,36.9320965813999,145.17766602482,2.9529631917685
008,11.4137922678307,39.3992675826374,112.620120014451,2.9529631917685
008,10.6386156054225,39.1228599449098,115.699829946856,2.9529631917685
008,14.5900619868761,38.104749137919,135.490411034652,2.9529631917685
008,16.34434068406,35.8606309986581,122.799027314129,2.9529631917685
